slug,farmaco_slug,doenca_slug,tipo_interacao,severidade,motivo_pt,motivo_en,conselho_pt,conselho_en,fonte_pt,fonte_en,estado
desloratadina_insuficiencia_renal_grave,desloratadina,insuficiencia_renal_grave,precaution,moderate,A desloratadina é eliminada por via renal.,Desloratadine is eliminated renally.,Usar com precaução e ajustar a dose em insuficiência renal grave.,Use with caution and adjust the dose in severe renal impairment.,EMC-UK (MHRA) — SmPC aprovada Desloratadina: https://www.medicines.org.uk/emc/product/14722/smpc,EMC-UK (MHRA) — approved Desloratadine SmPC: https://www.medicines.org.uk/emc/product/14722/smpc,publicado
desloratadina_insuficiencia_hepatica_grave,desloratadina,insuficiencia_hepatica_grave,precaution,moderate,A eliminação reduzida pode aumentar a exposição.,Reduced elimination may increase exposure.,Usar com precaução.,Use with caution.,EMC-UK (MHRA) — SmPC aprovada Desloratadina: https://www.medicines.org.uk/emc/product/14722/smpc,EMC-UK (MHRA) — approved Desloratadine SmPC: https://www.medicines.org.uk/emc/product/14722/smpc,publicado
fexofenadina_insuficiencia_renal_grave,fexofenadina,insuficiencia_renal_grave,precaution,moderate,A fexofenadina é eliminada por via renal.,Fexofenadine is renally eliminated.,Dose inicial recomendada de 60 mg uma vez por dia em insuficiência renal grave.,Recommended starting dose of 60 mg once daily in severe renal impairment.,EMC-UK (MHRA) — SmPC aprovada Fexofenadina: https://www.medicines.org.uk/emc/product/13208/smpc,EMC-UK (MHRA) — approved Fexofenadine SmPC: https://www.medicines.org.uk/emc/product/13208/smpc,publicado
levocetirizina_insuficiencia_renal_grave,levocetirizina,insuficiencia_renal_grave,precaution,moderate,A levocetirizina é excretada por via renal; a dose deve ser ajustada.,Levocetirizine is renally excreted; the dose must be adjusted.,Ajustar a dose de acordo com a depuração de creatinina.,Adjust the dose according to creatinine clearance.,EMC-UK (MHRA) — SmPC aprovada Levocetirizina: https://www.medicines.org.uk/emc/product/9917/smpc,EMC-UK (MHRA) — approved Levocetirizine SmPC: https://www.medicines.org.uk/emc/product/9917/smpc,publicado
difenidramina_glaucoma,difenidramina,glaucoma,contraindication,critical,A difenidramina tem efeitos anticolinérgicos que podem precipitar glaucoma de ângulo fechado.,Diphenhydramine has anticholinergic effects that may precipitate angle-closure glaucoma.,Contraindicado em glaucoma de ângulo fechado não tratado.,Contraindicated in untreated angle-closure glaucoma.,EMC-UK (MHRA) — SmPC aprovada Difenidramina: https://www.medicines.org.uk/emc/product/1476/smpc,EMC-UK (MHRA) — approved Diphenhydramine SmPC: https://www.medicines.org.uk/emc/product/1476/smpc,publicado
difenidramina_hipertrofia_prostatica,difenidramina,hipertrofia_prostatica,precaution,moderate,Os efeitos anticolinérgicos podem agravar a retenção urinária.,Anticholinergic effects may worsen urinary retention.,Usar com precaução em homens com hipertrofia prostática sintomática.,Use with caution in men with symptomatic prostatic hyperplasia.,EMC-UK (MHRA) — SmPC aprovada Difenidramina: https://www.medicines.org.uk/emc/product/1476/smpc,EMC-UK (MHRA) — approved Diphenhydramine SmPC: https://www.medicines.org.uk/emc/product/1476/smpc,publicado
difenidramina_asma,difenidramina,asma,precaution,moderate,Os efeitos anticolinérgicos podem espessar as secreções e dificultar a expetoração.,Anticholinergic effects may thicken secretions and impair expectoration.,Usar com precaução em doentes com asma/DPOC.,Use with caution in patients with asthma/COPD.,EMC-UK (MHRA) — SmPC aprovada Difenidramina: https://www.medicines.org.uk/emc/product/1476/smpc,EMC-UK (MHRA) — approved Diphenhydramine SmPC: https://www.medicines.org.uk/emc/product/1476/smpc,publicado
dexametasona_infeccao_ativa,dexametasona,infeccao_ativa,contraindication,critical,"Os corticosteroides podem mascarar e agravar infeções, incluindo varicela grave.","Corticosteroids may mask and worsen infections, including severe varicella.",Evitar em infeções sistémicas ativas sem antibioterapia.,Avoid in active systemic infections without antibiotic cover.,EMC-UK (MHRA) — SmPC aprovada Dexametasona: https://www.medicines.org.uk/emc/product/13196/smpc,EMC-UK (MHRA) — approved Dexamethasone SmPC: https://www.medicines.org.uk/emc/product/13196/smpc,publicado
dexametasona_diabetes_mellitus,dexametasona,diabetes_mellitus,precaution,moderate,Os corticosteroides elevam a glicemia.,Corticosteroids raise blood glucose.,Monitorizar glicemia e ajustar antidiabéticos durante a terapêutica.,Monitor blood glucose and adjust antidiabetics during therapy.,EMC-UK (MHRA) — SmPC aprovada Dexametasona: https://www.medicines.org.uk/emc/product/13196/smpc,EMC-UK (MHRA) — approved Dexamethasone SmPC: https://www.medicines.org.uk/emc/product/13196/smpc,publicado
dexametasona_osteoporose,dexametasona,osteoporose,precaution,moderate,O uso prolongado de corticosteroides acelera a perda óssea.,Long-term corticosteroids accelerate bone loss.,Usar a menor dose/duração; considerar cálcio + vitamina D.,Use the lowest dose/duration; consider calcium + vitamin D.,EMC-UK (MHRA) — SmPC aprovada Dexametasona: https://www.medicines.org.uk/emc/product/13196/smpc,EMC-UK (MHRA) — approved Dexamethasone SmPC: https://www.medicines.org.uk/emc/product/13196/smpc,publicado
dexametasona_glaucoma,dexametasona,glaucoma,precaution,moderate,Os corticosteroides podem elevar a pressão intraocular.,Corticosteroids may raise intraocular pressure.,Monitorizar pressão intraocular em terapêuticas prolongadas.,Monitor intraocular pressure on long-term therapy.,EMC-UK (MHRA) — SmPC aprovada Dexametasona: https://www.medicines.org.uk/emc/product/13196/smpc,EMC-UK (MHRA) — approved Dexamethasone SmPC: https://www.medicines.org.uk/emc/product/13196/smpc,publicado
dexametasona_hipertensao_arterial,dexametasona,hipertensao_arterial,precaution,moderate,Os corticosteroides podem reter sódio e líquidos e elevar a tensão arterial.,Corticosteroids may retain sodium and fluid and raise blood pressure.,Monitorizar tensão arterial e ajustar anti-hipertensores se necessário.,Monitor blood pressure and adjust antihypertensives if needed.,EMC-UK (MHRA) — SmPC aprovada Dexametasona: https://www.medicines.org.uk/emc/product/13196/smpc,EMC-UK (MHRA) — approved Dexamethasone SmPC: https://www.medicines.org.uk/emc/product/13196/smpc,publicado
dexametasona_ulcera_peptica_ativa,dexametasona,ulcera_peptica_ativa,precaution,moderate,Os corticosteroides podem agravar úlcera péptica e o risco de hemorragia.,Corticosteroids may worsen peptic ulcer and bleeding risk.,Usar com precaução; considerar gastroprotecção.,Use with caution; consider gastroprotection.,EMC-UK (MHRA) — SmPC aprovada Dexametasona: https://www.medicines.org.uk/emc/product/13196/smpc,EMC-UK (MHRA) — approved Dexamethasone SmPC: https://www.medicines.org.uk/emc/product/13196/smpc,publicado
adrenalina_cardiopatia_isquemica,adrenalina,cardiopatia_isquemica,precaution,moderate,A adrenalina aumenta o trabalho miocárdico e pode precipitar isquemia/arritmias.,Epinephrine increases myocardial work and may precipitate ischaemia/arrhythmias.,Usar com precaução em doentes com cardiopatia isquémica; monitorizar.,Use with caution in ischaemic heart disease; monitor.,EMC-UK (MHRA) — SmPC aprovada Adrenalina: https://www.medicines.org.uk/emc/product/3673/smpc,EMC-UK (MHRA) — approved Epinephrine SmPC: https://www.medicines.org.uk/emc/product/3673/smpc,publicado
adrenalina_hipertiroidismo,adrenalina,hipertiroidismo,precaution,moderate,"O hipertiroidismo potencia os efeitos da adrenalina (taquicardia, arritmias).","Hyperthyroidism potentiates the effects of epinephrine (tachycardia, arrhythmias).",Usar com precaução e monitorizar sintomas cardiovasculares.,Use with caution and monitor cardiovascular symptoms.,EMC-UK (MHRA) — SmPC aprovada Adrenalina: https://www.medicines.org.uk/emc/product/3673/smpc,EMC-UK (MHRA) — approved Epinephrine SmPC: https://www.medicines.org.uk/emc/product/3673/smpc,publicado
adrenalina_hipertensao_arterial_grave,adrenalina,hipertensao_arterial_grave,precaution,moderate,A adrenalina pode elevar marcadamente a tensão arterial.,Epinephrine may markedly raise blood pressure.,Usar com precaução e monitorizar tensão arterial.,Use with caution and monitor blood pressure.,EMC-UK (MHRA) — SmPC aprovada Adrenalina: https://www.medicines.org.uk/emc/product/3673/smpc,EMC-UK (MHRA) — approved Epinephrine SmPC: https://www.medicines.org.uk/emc/product/3673/smpc,publicado
pseudoefedrina_hipertensao_arterial_grave,pseudoefedrina,hipertensao_arterial_grave,contraindication,critical,A pseudoefedrina (α-agonista) pode elevar a tensão arterial de forma acentuada.,Pseudoephedrine (α-agonist) may markedly raise blood pressure.,Contraindicado em hipertensão grave não controlada.,Contraindicated in severe uncontrolled hypertension.,EMC-UK (MHRA) — SmPC aprovada Pseudoefedrina: https://www.medicines.org.uk/emc/product/8292/smpc,EMC-UK (MHRA) — approved Pseudoephedrine SmPC: https://www.medicines.org.uk/emc/product/8292/smpc,publicado
pseudoefedrina_cardiopatia_isquemica,pseudoefedrina,cardiopatia_isquemica,contraindication,critical,A pseudoefedrina pode precipitar angina e arritmias em doentes com cardiopatia isquémica.,Pseudoephedrine may precipitate angina and arrhythmias in ischaemic heart disease.,Contraindicado em doença coronária ativa.,Contraindicated in active coronary disease.,EMC-UK (MHRA) — SmPC aprovada Pseudoefedrina: https://www.medicines.org.uk/emc/product/8292/smpc,EMC-UK (MHRA) — approved Pseudoephedrine SmPC: https://www.medicines.org.uk/emc/product/8292/smpc,publicado
pseudoefedrina_hipertiroidismo,pseudoefedrina,hipertiroidismo,precaution,moderate,O hipertiroidismo potencia os efeitos simpaticomiméticos.,Hyperthyroidism potentiates sympathomimetic effects.,Usar com precaução; evitar em hipertiroidismo não controlado.,Use with caution; avoid in uncontrolled hyperthyroidism.,EMC-UK (MHRA) — SmPC aprovada Pseudoefedrina: https://www.medicines.org.uk/emc/product/8292/smpc,EMC-UK (MHRA) — approved Pseudoephedrine SmPC: https://www.medicines.org.uk/emc/product/8292/smpc,publicado
pseudoefedrina_glaucoma,pseudoefedrina,glaucoma,contraindication,critical,A pseudoefedrina pode precipitar crise de glaucoma de ângulo fechado.,Pseudoephedrine may precipitate angle-closure glaucoma crisis.,Contraindicado em glaucoma de ângulo fechado.,Contraindicated in angle-closure glaucoma.,EMC-UK (MHRA) — SmPC aprovada Pseudoefedrina: https://www.medicines.org.uk/emc/product/8292/smpc,EMC-UK (MHRA) — approved Pseudoephedrine SmPC: https://www.medicines.org.uk/emc/product/8292/smpc,publicado
montelukast_doenca_hepatica_ativa,montelukast,doenca_hepatica_ativa,precaution,moderate,O montelucaste é metabolizado no fígado; usar com precaução em doença hepática.,Montelukast is hepatically metabolised; use with caution in liver disease.,Monitorizar função hepática em doentes com doença hepática.,Monitor liver function in patients with liver disease.,EMC-UK (MHRA) — SmPC aprovada Montelucaste: https://www.medicines.org.uk/emc/product/1222/smpc,EMC-UK (MHRA) — approved Montelukast SmPC: https://www.medicines.org.uk/emc/product/1222/smpc,publicado
glicose_diabetes_mellitus,glicose,diabetes_mellitus,precaution,moderate,"A administração de glicose eleva a glicemia, exigindo ajuste da terapêutica antidiabética.","Glucose administration raises glycaemia, requiring adjustment of antidiabetic therapy.",Monitorizar glicemia e ajustar insulina/antidiabéticos durante a nutrição.,Monitor glucose and adjust insulin/antidiabetics during nutrition.,EMC-UK (MHRA) — SmPC aprovada Glicose (dextrose): https://www.medicines.org.uk/emc/product/13132/smpc,EMC-UK (MHRA) — approved Glucose (dextrose) SmPC: https://www.medicines.org.uk/emc/product/13132/smpc,publicado
aminoacidos_insuficiencia_renal_grave,aminoacidos,insuficiencia_renal_grave,precaution,moderate,A carga proteica dos aminoácidos pode agravar a uremia na insuficiência renal grave.,The protein load of amino acids may worsen uraemia in severe renal impairment.,Ajustar o aporte de aminoácidos à função renal; considerar aminoácidos essenciais.,Adjust amino acid provision to renal function; consider essential amino acids.,EMC-UK (MHRA) — SmPC aprovada Aminoácidos: https://www.medicines.org.uk/emc/product/15230/smpc,EMC-UK (MHRA) — approved Amino acids SmPC: https://www.medicines.org.uk/emc/product/15230/smpc,publicado
aminoacidos_insuficiencia_hepatica_grave,aminoacidos,insuficiencia_hepatica_grave,precaution,moderate,O aporte proteico pode precipitar encefalopatia hepática.,Protein provision may precipitate hepatic encephalopathy.,Usar com precaução e monitorizar o estado neurológico.,Use with caution and monitor neurological status.,EMC-UK (MHRA) — SmPC aprovada Aminoácidos: https://www.medicines.org.uk/emc/product/15230/smpc,EMC-UK (MHRA) — approved Amino acids SmPC: https://www.medicines.org.uk/emc/product/15230/smpc,publicado
emulsao_lipidica_hipertrigliceridemia,emulsao_lipidica,hipertrigliceridemia,contraindication,critical,A emulsão lipídica agrava a hipertrigliceridemia e pode precipitar pancreatite.,Lipid emulsion worsens hypertriglyceridaemia and may precipitate pancreatitis.,Contraindicada em hipertrigliceridemia grave não controlada.,Contraindicated in severe uncontrolled hypertriglyceridaemia.,EMC-UK (MHRA) — SmPC aprovada Emulsão lipídica: https://www.medicines.org.uk/emc/product/15164/smpc,EMC-UK (MHRA) — approved Lipid emulsion SmPC: https://www.medicines.org.uk/emc/product/15164/smpc,publicado
emulsao_lipidica_pancreatite,emulsao_lipidica,pancreatite,precaution,moderate,"Em doentes com pancreatite, a perfusão lipídica deve ser prudente.","In pancreatitis patients, lipid infusion should be cautious.",Usar com precaução e monitorizar triglicéridos.,Use with caution and monitor triglycerides.,EMC-UK (MHRA) — SmPC aprovada Emulsão lipídica: https://www.medicines.org.uk/emc/product/15164/smpc,EMC-UK (MHRA) — approved Lipid emulsion SmPC: https://www.medicines.org.uk/emc/product/15164/smpc,publicado
colecalciferol_hipercalcemia,colecalciferol,hipercalcemia,contraindication,critical,A vitamina D3 aumenta a absorção de cálcio e pode agravar a hipercalcémia.,Vitamin D3 increases calcium absorption and may worsen hypercalcaemia.,Contraindicado em hipercalcémia não corrigida.,Contraindicated in uncorrected hypercalcaemia.,EMC-UK (MHRA) — SmPC aprovada Colecalciferol (vitamina D3): https://www.medicines.org.uk/emc/product/7263/smpc,EMC-UK (MHRA) — approved Cholecalciferol (vitamin D3) SmPC: https://www.medicines.org.uk/emc/product/7263/smpc,publicado
colecalciferol_sarcoidose,colecalciferol,sarcoidose,precaution,moderate,"Na sarcoidose há produção extra-renal de calcitriol, aumentando o risco de hipercalcémia.","In sarcoidosis there is extra-renal calcitriol production, increasing hypercalcaemia risk.",Usar com precaução e monitorizar o cálcio sérico.,Use with caution and monitor serum calcium.,EMC-UK (MHRA) — SmPC aprovada Colecalciferol (vitamina D3): https://www.medicines.org.uk/emc/product/7263/smpc,EMC-UK (MHRA) — approved Cholecalciferol (vitamin D3) SmPC: https://www.medicines.org.uk/emc/product/7263/smpc,publicado
acido_ascorbico_nefrolitiase,acido_ascorbico,nefrolitiase,precaution,moderate,Doses elevadas de vitamina C aumentam a excreção de oxalato e o risco de litíase.,High vitamin C doses increase oxalate excretion and stone risk.,Evitar doses elevadas em doentes com litíase oxálica recorrente.,Avoid high doses in patients with recurrent oxalate stones.,EMC-UK (MHRA) — SmPC aprovada Ácido ascórbico (vitamina C): https://www.medicines.org.uk/emc/product/102185/smpc,EMC-UK (MHRA) — approved Ascorbic acid (vitamin C) SmPC: https://www.medicines.org.uk/emc/product/102185/smpc,publicado
